Timestamp,Device_ID,Device_Type,Protocol,Source_IP,Destination_IP,Geo_Location,Packet_Size,Request_Type,Payload_Entropy,CPU_Usage (%),Memory_Usage (%),Temperature (°C),Battery_Level (%),Malicious_Activity,Attack_Type
2024-10-04 07:06:38.801740,DEV-1459,Actuator,CoAP,192.168.199.136,192.168.84.24,"(-55.164659, -42.411397)",440,PUBLISH,1.45454122269871,76.53193897264455,50.892612202713956,29.669740147864267,33.785712913695,0,
2024-12-12 05:58:38.801740,DEV-1460,Actuator,CoAP,192.168.77.168,192.168.101.170,"(75.978884, -6.482015)",384,PUBLISH,3.4427722589776035,76.1891703496424,21.112843798056684,-3.875909105751983,4.360338358621263,0,
2024-11-20 00:43:38.801740,DEV-1461,Actuator,CoAP,192.168.200.1,192.168.120.137,"(16.041908, 59.547293)",678,SUBSCRIBE,1.323998197309245,88.72132274245699,7.68792950211302,9.013370918529848,90.48927004979163,0,
2024-12-01 00:34:38.801740,DEV-1462,Gateway,HTTP,192.168.251.244,192.168.19.44,"(-9.501027, 137.594552)",186,PUBLISH,5.652833031953742,73.17434054011991,17.97178824299709,-17.699609194340212,51.55639447214953,1,Injection
2024-11-17 08:42:38.801740,DEV-1463,Actuator,MQTT,192.168.223.206,192.168.186.107,"(45.659761, 41.543526)",932,GET,4.282782144493254,92.85319610312193,98.45374994924173,-10.486483239511074,67.0930792954109,1,Brute Force
2024-11-15 03:11:38.801740,DEV-1464,Gateway,Modbus,192.168.35.115,192.168.201.157,"(-51.42257, -173.996524)",737,PUBLISH,5.082586773666568,33.933003382268254,47.38614802935575,2.384410233422976,6.717283689500897,0,
2025-01-17 16:19:38.801740,DEV-1465,Actuator,OPC-UA,192.168.1.196,192.168.45.166,"(-30.731225, 93.574075)",876,SUBSCRIBE,1.5718957356496892,50.81773225840276,86.86720496550913,3.939006370158946,5.41154678036494,0,
2024-10-06 17:28:38.801740,DEV-1466,Sensor,MQTT,192.168.246.62,192.168.150.232,"(41.449731, 128.461641)",776,SUBSCRIBE,1.6939668964193562,2.393886665006177,85.02649420021548,42.97096515234671,58.64677720405472,1,Brute Force
2025-02-20 19:57:38.801740,DEV-1467,Sensor,Modbus,192.168.183.170,192.168.55.167,"(3.789972, 107.150012)",643,POST,0.33197860407925095,1.68880114302583,51.640436188824495,31.926903648656058,88.7296010504208,0,
2024-10-16 23:07:38.801740,DEV-1468,Gateway,HTTP,192.168.155.205,192.168.167.103,"(47.753394, 82.746956)",1296,PUBLISH,2.576540281565838,24.772535424700468,70.96208313759381,48.05280777309288,52.8482000959547,0,
2024-11-16 17:24:38.801740,DEV-1469,Sensor,Modbus,192.168.28.46,192.168.54.110,"(10.821508, 162.265831)",1039,SUBSCRIBE,4.4779572906694,10.97991251676944,20.082449030858516,21.935005723466837,87.78191725700715,0,
2024-12-01 14:58:38.801740,DEV-1470,Actuator,HTTP,192.168.187.174,192.168.88.187,"(12.516806, -69.105704)",421,POST,6.86347931197863,26.76092542563961,69.15127378776393,-3.0800387536077416,81.09912730552394,0,
2025-01-21 23:10:38.801740,DEV-1471,Sensor,Modbus,192.168.41.235,192.168.109.214,"(16.04184, 91.254818)",984,GET,5.335419579669446,18.52728615831134,27.966073347065663,2.935852094514999,7.585378579492074,1,Spoofing
2024-12-16 21:12:38.801740,DEV-1472,Gateway,MQTT,192.168.148.103,192.168.243.49,"(-43.269213, 111.196469)",1044,PUBLISH,3.4831705871980114,3.8234824590261756,83.37414757866092,2.3885146304376974,20.19574743856899,0,
2024-11-09 03:42:38.801740,DEV-1473,Sensor,HTTP,192.168.90.20,192.168.121.218,"(41.593859, 164.531943)",451,SUBSCRIBE,7.624960915153102,91.0211104941989,9.288689177782082,2.854602936427611,65.77106691553425,0,
2025-01-16 07:20:38.801740,DEV-1474,Gateway,CoAP,192.168.196.97,192.168.229.162,"(-47.995481, -21.420086)",664,SUBSCRIBE,5.753961604606655,1.814090007500261,77.54072861564246,27.1074921178271,44.350138255004154,0,
2025-03-08 18:04:38.801740,DEV-1475,Actuator,HTTP,192.168.153.199,192.168.23.8,"(10.942965, 31.868624)",1346,PUBLISH,7.4413216229004,73.87213228937145,10.893753750293333,17.156554966329132,29.069981364692055,0,
2024-11-29 14:04:38.801740,DEV-1476,Actuator,HTTP,192.168.54.183,192.168.136.76,"(68.886894, 164.632597)",1232,POST,4.220703786177325,16.06264080503214,88.23773445253659,6.979692466065103,41.86338560479791,0,
2025-02-12 18:59:38.801740,DEV-1477,Sensor,Modbus,192.168.249.43,192.168.55.145,"(-16.408911, -102.580969)",1225,PUBLISH,2.071234198345117,91.3107325779604,31.11624729536537,-9.563716188989838,44.51996462706344,0,
2025-02-03 03:08:38.801740,DEV-1478,Sensor,HTTP,192.168.224.97,192.168.44.18,"(-79.866818, 23.183795)",1044,GET,0.4226134909177759,89.3867980193987,65.7849431182269,-18.450258594049785,91.05522508215965,0,
2024-12-26 19:52:38.801740,DEV-1479,Sensor,Modbus,192.168.71.18,192.168.181.90,"(41.168313, -134.605952)",669,GET,5.808678811870804,65.73621349055648,49.2627255834077,-4.681572568861519,10.345828370495303,0,
2024-09-24 08:47:38.801740,DEV-1480,Actuator,MQTT,192.168.98.12,192.168.233.196,"(41.42767, -2.367218)",237,PUBLISH,0.970423984044273,67.55118083025991,37.26401138097156,-12.47700172219231,27.9730746807615,0,
2024-12-09 11:37:38.801740,DEV-1481,Sensor,HTTP,192.168.122.250,192.168.62.242,"(55.409111, -87.894898)",1171,POST,2.4222010261757374,1.5285750549991657,64.89874148516614,34.98115215965676,53.75648165827139,0,
2024-10-03 17:12:38.801740,DEV-1482,Actuator,CoAP,192.168.199.32,192.168.30.67,"(1.895922, 6.144432)",180,GET,4.259767263071179,98.50228504524661,94.80477507457256,-12.125142953028023,69.82869266305917,0,
2024-11-13 22:36:38.801740,DEV-1483,Gateway,CoAP,192.168.157.255,192.168.244.3,"(56.644649, 10.339392)",854,PUBLISH,4.515332702237981,87.90542775400563,5.085704990087564,30.695976611478528,63.06372889592436,1,MITM
2024-11-02 15:12:38.801740,DEV-1484,Sensor,MQTT,192.168.230.8,192.168.139.184,"(48.640089, 120.496735)",1244,POST,4.804665575897088,89.61551634727911,91.96643273242732,6.996108284325786,94.16427377373945,0,
2024-11-15 12:52:38.801740,DEV-1485,Sensor,CoAP,192.168.18.173,192.168.66.120,"(-30.288839, 67.955961)",985,POST,1.330042642797605,66.26520916803632,61.29908384708034,-14.86351271793568,79.56089248194732,1,Malware
2024-10-08 18:56:38.801740,DEV-1486,Gateway,Modbus,192.168.28.172,192.168.178.205,"(-63.13505, 140.730806)",1035,SUBSCRIBE,3.03789923857319,35.13390593679912,80.92411577613618,36.891103460211006,55.70768419744303,0,
2025-03-13 07:16:38.801740,DEV-1487,Gateway,HTTP,192.168.21.207,192.168.83.70,"(-23.839207, 58.871811)",232,GET,4.937553816935734,89.4712162599576,39.00362038999348,20.574139916562935,21.46826916735075,1,MITM
2025-02-05 07:46:38.801740,DEV-1488,Gateway,OPC-UA,192.168.60.108,192.168.169.219,"(29.236999, 58.877892)",1032,PUBLISH,7.758550917070278,29.860175886968044,47.712454508923756,-3.4966940995498845,45.08742314022398,0,
2024-11-30 06:20:38.801740,DEV-1489,Gateway,HTTP,192.168.234.76,192.168.213.29,"(67.074769, -122.8139)",413,GET,5.821049101597509,56.70844279087808,87.01622442831524,42.62768220328675,69.33822441944774,0,
2025-02-22 03:19:38.801740,DEV-1490,Actuator,HTTP,192.168.119.36,192.168.166.212,"(73.121979, 78.085492)",88,POST,7.3808300567516625,10.873366262044357,42.06994901117248,-16.8319180290614,83.79621748360849,0,
2024-12-20 08:46:38.801740,DEV-1491,Sensor,OPC-UA,192.168.18.72,192.168.230.226,"(72.192627, 93.649161)",546,SUBSCRIBE,6.097696466513416,92.27360738314226,53.93129710815941,-5.872627426156598,95.97362244223874,0,
2025-02-14 20:37:38.801740,DEV-1492,Actuator,CoAP,192.168.250.9,192.168.143.152,"(-70.059049, -101.399836)",1422,GET,4.7337357511392035,14.93627531935012,2.9992973853489575,32.64328494641027,60.54527661379176,0,
2025-03-16 13:37:38.801740,DEV-1493,Actuator,CoAP,192.168.241.23,192.168.85.70,"(-45.815518, -104.519312)",1031,PUBLISH,1.5361869530907564,23.26478376731032,16.701202577966185,29.65645512169224,52.691936730443246,0,
2024-09-17 21:29:38.801740,DEV-1494,Gateway,HTTP,192.168.124.66,192.168.252.172,"(-11.377873, 3.583167)",970,GET,5.333485215140104,56.255281654693285,64.52696428950517,0.24901856071346273,1.7691923121148312,0,
2025-01-15 09:49:38.801740,DEV-1495,Sensor,CoAP,192.168.7.88,192.168.172.143,"(-28.287351, 12.66402)",1470,POST,4.9870365276792565,76.64520702108517,71.98071320532384,-15.658258725305181,7.209906915017994,0,
2025-02-22 22:47:38.801740,DEV-1496,Actuator,Modbus,192.168.25.157,192.168.173.216,"(-36.355311, 159.163822)",771,SUBSCRIBE,4.819753363658132,62.315779287693594,58.677492741665446,40.06546505574607,15.610499763740027,0,
2024-12-25 11:05:38.801740,DEV-1497,Actuator,Modbus,192.168.49.233,192.168.186.162,"(-13.967045, 146.39325)",1234,GET,3.918286943905926,23.98125736721546,15.187693591285457,1.9588346648931818,5.4759931189628075,0,
2024-12-10 18:52:38.801740,DEV-1498,Gateway,OPC-UA,192.168.87.32,192.168.147.91,"(25.044949, 0.857457)",65,POST,4.229252831914205,1.093361210221543,45.09513742920565,-6.300060955021435,40.08632388049265,0,
2024-12-01 21:58:38.801740,DEV-1499,Sensor,HTTP,192.168.54.58,192.168.65.155,"(19.946132, -36.279481)",542,POST,2.6755402169448326,75.95790745043648,36.15438186995579,16.124327565268395,33.68785451388722,0,
2024-09-27 13:17:38.801740,DEV-1500,Sensor,Modbus,192.168.254.112,192.168.60.42,"(-31.689401, 18.599063)",1499,SUBSCRIBE,4.154501541138425,98.53552526519827,50.07047305947374,43.71590394977132,63.73541578683929,1,Injection
2024-10-21 20:01:38.801740,DEV-1501,Sensor,MQTT,192.168.32.103,192.168.219.170,"(-3.6666, -83.231704)",1181,POST,1.580447245427826,81.18139891030295,87.16257442085534,-16.951739550963726,53.56651079334027,0,
2024-12-21 01:33:38.801740,DEV-1502,Actuator,CoAP,192.168.218.172,192.168.13.69,"(-39.469244, -62.836637)",943,GET,6.441395178883014,46.56045519750492,77.81028242720653,33.60628616216214,59.59707593878597,1,DDoS
2024-11-22 13:06:38.801740,DEV-1503,Gateway,HTTP,192.168.205.166,192.168.3.20,"(13.471464, -59.499737)",360,PUBLISH,1.4862156375896625,90.47295887851155,9.314960637526736,20.07312595570962,47.197720293765414,0,
2025-01-09 00:47:38.801740,DEV-1504,Sensor,Modbus,192.168.61.70,192.168.21.79,"(-75.717105, -51.330883)",788,SUBSCRIBE,0.6797303191157313,41.57491963871665,89.14061057968186,9.781438158627186,27.773714855425712,1,
2025-02-02 09:25:38.801740,DEV-1505,Actuator,OPC-UA,192.168.164.109,192.168.157.190,"(-53.880101, 157.546181)",1243,POST,3.489968210857259,52.968474340103285,47.70494796383254,32.0856310873542,95.2825314946477,0,
2024-12-17 10:24:38.801740,DEV-1506,Actuator,Modbus,192.168.23.88,192.168.117.118,"(-31.972101, -55.939347)",595,GET,5.266459516048495,48.23584697217264,74.64235234371385,47.607709710914264,8.640915976013897,0,
2025-01-09 12:55:38.801740,DEV-1507,Sensor,MQTT,192.168.171.32,192.168.37.121,"(51.712489, -61.288909)",463,SUBSCRIBE,3.501734599468331,45.31476339388697,14.863883895170861,-3.9555652186116284,93.88909994653072,1,
2024-12-07 03:46:38.801740,DEV-1508,Gateway,Modbus,192.168.61.140,192.168.67.59,"(23.131482, 152.555679)",300,POST,2.214033055610469,77.74388616009666,67.40123304499775,-9.944684444951626,31.123804686473466,0,
2025-02-03 00:54:38.801740,DEV-1509,Gateway,HTTP,192.168.72.212,192.168.166.162,"(36.00364, -4.123904)",808,GET,4.465369471123526,53.150121819679704,24.396275743336336,43.901722165588794,51.26614453672974,0,
2024-09-27 01:57:38.801740,DEV-1510,Sensor,OPC-UA,192.168.86.189,192.168.35.106,"(6.740828, -15.352559)",1214,POST,2.7760186832975995,32.354995080496394,44.39970881695222,26.82671542201126,10.884232282754613,1,Injection
2024-10-24 17:49:38.801740,DEV-1511,Actuator,OPC-UA,192.168.84.224,192.168.2.165,"(-40.241862, 168.108474)",1347,GET,7.4629415210130645,26.557658598189352,2.6694241381283366,10.65902150933762,7.093106837100926,0,
2024-11-05 07:15:38.801740,DEV-1512,Gateway,MQTT,192.168.124.20,192.168.174.246,"(-78.413398, 49.000864)",1489,POST,7.381161116828577,4.7369843797759055,16.00945315511713,20.128169918499815,42.95454487186029,0,
2024-12-26 16:02:38.801740,DEV-1513,Actuator,HTTP,192.168.68.51,192.168.17.104,"(84.731846, -41.122184)",1112,SUBSCRIBE,4.018974559776764,58.73632102642155,10.115968819238358,32.192973362337085,74.16973763796781,0,
2024-10-11 12:52:38.801740,DEV-1514,Actuator,MQTT,192.168.192.80,192.168.217.93,"(69.718065, 154.276076)",863,SUBSCRIBE,2.623071952146068,23.766180124702387,24.734673120887585,34.112232909400205,26.93647775485489,0,
2025-03-05 13:31:38.801740,DEV-1515,Gateway,MQTT,192.168.8.249,192.168.51.145,"(-12.862376, -63.637005)",78,SUBSCRIBE,5.897059311653113,15.665258279621925,10.901790912407904,44.392592657327526,56.234788893532006,1,Brute Force
2024-11-09 02:53:38.801740,DEV-1516,Actuator,MQTT,192.168.41.3,192.168.155.145,"(-68.345939, 89.349083)",1007,POST,0.2937035478645331,65.72916641894008,69.49909263533662,9.878995222693586,27.865034052281835,0,
2024-12-06 10:37:38.801740,DEV-1517,Actuator,Modbus,192.168.3.91,192.168.196.197,"(-68.793066, 42.154559)",526,POST,3.79815204834921,68.43971652433333,3.8749503187127177,0.5387637013576523,38.86130608930408,0,
2025-02-25 00:56:38.801740,DEV-1518,Sensor,CoAP,192.168.45.145,192.168.251.73,"(-1.256441, -87.418121)",367,SUBSCRIBE,2.6905871541626682,75.46333433350893,62.1563095618748,24.776498675288934,90.64463184738247,0,
2025-01-22 19:10:38.801740,DEV-1519,Gateway,Modbus,192.168.213.243,192.168.255.113,"(-49.676446, 40.726277)",294,SUBSCRIBE,7.3642870808204375,50.85411273752056,14.930075251731852,9.100952949567123,85.58396254949196,0,
2024-12-14 22:12:38.801740,DEV-1520,Actuator,HTTP,192.168.64.105,192.168.216.229,"(-25.993312, -65.414322)",797,PUBLISH,0.09602421818146034,89.51140591518477,94.5709842606118,21.621891776428456,51.601754341762984,1,Spoofing
2024-10-09 18:59:38.801740,DEV-1521,Gateway,MQTT,192.168.73.138,192.168.225.149,"(48.150565, 100.313903)",746,GET,4.422519005746793,93.69793258642456,93.37631323787558,9.399005891916513,23.810562747207875,0,
2024-09-22 22:35:38.801740,DEV-1522,Gateway,MQTT,192.168.230.210,192.168.211.76,"(-11.550548, 139.21941)",321,PUBLISH,5.925308648533008,80.92972303945645,23.3248071495753,-9.290294932527786,19.318391273302282,0,
2025-03-13 20:12:38.801740,DEV-1523,Actuator,CoAP,192.168.122.89,192.168.3.66,"(20.047921, -21.384103)",1312,GET,3.88014390019233,63.923754718810535,61.82770852407992,12.859872616127092,95.40873530357142,0,
2025-01-10 09:04:38.801740,DEV-1524,Gateway,OPC-UA,192.168.19.92,192.168.187.85,"(17.793317, -94.470175)",426,POST,0.6832242413017733,31.068374405527678,3.772526627773385,28.364247535872295,20.271659651068752,1,Brute Force
2025-01-06 12:40:38.801740,DEV-1525,Sensor,MQTT,192.168.255.45,192.168.188.147,"(40.072626, 148.865384)",315,GET,7.779691120223218,98.3115472404019,93.24706576206623,35.94986653673549,80.81683109125392,0,
2025-02-10 04:43:38.801740,DEV-1526,Sensor,Modbus,192.168.154.178,192.168.107.35,"(-81.032332, 163.948809)",975,GET,4.144083451008783,28.139480552001896,52.77574351097926,14.532839375758279,36.89702095355373,0,
2024-10-31 05:58:38.801740,DEV-1527,Actuator,MQTT,192.168.214.2,192.168.111.88,"(-26.826766, 1.554053)",970,POST,4.913489954552091,21.063035277052673,5.27909199036012,-8.433347685271936,98.56598475582383,0,
2025-01-24 21:33:38.801740,DEV-1528,Gateway,HTTP,192.168.120.98,192.168.54.68,"(-56.936616, 120.625286)",1432,POST,1.8928782616600586,44.773257264871695,34.9074993078056,9.02813967546021,36.81557403627879,0,
2024-10-16 12:25:38.801740,DEV-1529,Actuator,CoAP,192.168.60.48,192.168.97.32,"(-18.719535, -110.998347)",389,POST,3.8679846808544305,6.627216500526457,8.608096724262186,35.04057501891888,35.151662491072614,0,
2024-11-13 06:09:38.801740,DEV-1530,Gateway,OPC-UA,192.168.185.112,192.168.64.102,"(-83.224953, 93.096336)",438,SUBSCRIBE,3.433195935666575,97.8709520025073,39.901499497962625,8.900148943195099,63.74636288776231,0,
2024-12-26 23:07:38.801740,DEV-1531,Actuator,HTTP,192.168.237.106,192.168.73.3,"(-31.089417, -8.856006)",626,SUBSCRIBE,0.5991667360158699,59.254922085226056,67.32270787397098,28.757155552295565,96.15168066268193,1,Injection
2024-09-20 04:12:38.801740,DEV-1532,Actuator,Modbus,192.168.141.27,192.168.156.47,"(25.074253, -117.881297)",52,GET,0.8492828283797378,56.13825707475335,47.51910089610252,15.504957717466283,97.6209605796433,1,Malware
2024-12-27 05:17:38.801740,DEV-1533,Gateway,HTTP,192.168.99.57,192.168.30.193,"(-39.459265, -134.549028)",1215,POST,6.6997801569501965,65.92383171007226,38.988495297225995,-3.1143812423422297,70.72061464669852,0,
2024-11-30 23:00:38.801740,DEV-1534,Sensor,MQTT,192.168.76.242,192.168.4.46,"(-39.462418, 14.922064)",425,SUBSCRIBE,1.918559617652722,50.205341129943456,12.796547508506015,35.7305355616152,75.46063656363536,0,
2024-10-04 15:42:38.801740,DEV-1535,Actuator,CoAP,192.168.254.90,192.168.125.212,"(44.119359, -70.088525)",373,POST,1.5596661719890443,4.174288192359617,25.248965523671977,-14.105058215051908,56.34021759730277,0,
2024-10-28 14:11:38.801740,DEV-1536,Sensor,MQTT,192.168.81.22,192.168.134.250,"(29.307332, -119.738524)",195,GET,4.039291610001114,61.61881759519928,10.91418548609676,16.742319792860542,75.57757391323318,0,
2025-02-17 20:37:38.801740,DEV-1537,Gateway,CoAP,192.168.27.186,192.168.81.104,"(-21.317328, 19.186997)",342,SUBSCRIBE,6.1499770509001035,71.90121381868663,80.94237443400941,-5.377627602961654,85.97796549704965,0,
2025-03-02 21:07:38.801740,DEV-1538,Actuator,Modbus,192.168.145.107,192.168.237.176,"(12.190611, 7.164005)",481,SUBSCRIBE,0.49557214863190335,42.258157001781264,14.388742970487533,-15.305406002103705,48.609530319502326,0,
2024-10-08 08:11:38.801740,DEV-1539,Gateway,HTTP,192.168.222.128,192.168.12.84,"(-44.272842, 55.766459)",754,PUBLISH,4.614463357106047,75.9722616350481,59.94196328834045,15.20537559582742,61.9862262830103,1,Spoofing
2024-12-10 16:33:38.801740,DEV-1540,Sensor,CoAP,192.168.171.232,192.168.241.206,"(-81.123353, -150.18744)",998,GET,0.9536835427245869,23.47312863450364,34.931300945295746,14.96935091544465,53.731669523304774,0,
2025-03-09 02:14:38.801740,DEV-1541,Gateway,HTTP,192.168.22.53,192.168.44.233,"(24.078307, 2.214281)",634,SUBSCRIBE,0.29168840660494766,22.906382515552217,23.371860080863165,29.48306311730046,56.247061352867725,0,
2024-10-09 01:41:38.801740,DEV-1542,Actuator,CoAP,192.168.26.90,192.168.90.92,"(-83.954508, -177.081602)",448,GET,0.4219516172977391,16.98028178106982,64.30737550971827,32.132548513633346,89.00479098739409,0,
2025-01-13 14:21:38.801740,DEV-1543,Sensor,MQTT,192.168.80.14,192.168.179.245,"(-53.283371, 147.596161)",866,GET,6.673312865667531,37.82748121912702,46.24322862831713,30.945404208502772,35.56168302055702,0,
2025-02-16 04:09:38.801740,DEV-1544,Actuator,CoAP,192.168.248.59,192.168.237.164,"(9.63878, -154.083792)",1417,POST,0.9437798690244925,84.85419150351927,40.61440126117135,8.669111304172851,20.81840256006242,0,
2024-10-15 17:10:38.801740,DEV-1545,Sensor,CoAP,192.168.36.120,192.168.133.185,"(63.779805, 133.36812)",1013,GET,0.3612109152983356,82.96329415275737,59.69234848432993,24.21828510585938,45.628011027362916,1,Spoofing
2024-12-17 09:54:38.801740,DEV-1546,Gateway,OPC-UA,192.168.227.166,192.168.136.247,"(-11.045957, -92.876105)",1213,PUBLISH,3.5031990971432982,38.89959658838688,49.63549522051007,20.386166985077224,20.808519048126517,1,
2025-03-06 11:17:38.801740,DEV-1547,Gateway,Modbus,192.168.214.101,192.168.69.194,"(53.020894, 9.714082)",236,SUBSCRIBE,6.751947775536198,59.32275486204342,31.044936646604516,9.509322928184371,49.840042566201916,0,
2025-01-26 03:21:38.801740,DEV-1548,Actuator,MQTT,192.168.166.117,192.168.79.16,"(-17.955877, 88.873495)",110,GET,2.0992670119144154,72.36081533101665,56.34706748875991,21.804888593019527,90.35081053570586,0,
2024-11-09 19:37:38.801740,DEV-1549,Actuator,MQTT,192.168.56.166,192.168.166.72,"(-71.221163, -55.468599)",988,GET,3.373700940207331,24.879470688174276,67.28035907851876,46.30735136943838,61.74335204824778,1,Spoofing
2024-12-19 07:45:38.801740,DEV-1550,Actuator,HTTP,192.168.116.50,192.168.46.232,"(-42.981356, -29.941607)",1453,POST,0.3193802605100098,17.64596750357996,3.642622700098574,-6.497437942303586,85.54328533030777,0,
2025-01-24 02:27:38.801740,DEV-1551,Sensor,CoAP,192.168.121.211,192.168.195.123,"(-87.160947, -91.782576)",759,POST,3.592628113079007,97.23750332801879,47.12130116185986,43.40404670498684,16.61909196155118,0,
2024-11-06 11:04:38.801740,DEV-1552,Sensor,CoAP,192.168.102.192,192.168.52.200,"(-62.236609, -38.537663)",856,PUBLISH,4.620904645097069,62.13817400775223,6.710645173770834,-16.258114021176112,90.08735925371768,0,
2024-12-02 07:46:38.801740,DEV-1553,Actuator,CoAP,192.168.112.37,192.168.27.93,"(20.709766, -22.529364)",1392,GET,4.567256430017158,98.16015646153272,19.454135992742994,1.5872449031162468,60.178716440711575,0,
2025-02-16 15:25:38.801740,DEV-1554,Sensor,MQTT,192.168.241.248,192.168.225.61,"(64.042571, 155.302195)",1375,GET,2.6594135373949213,34.43784272609068,56.490364673719334,0.17016740280697817,3.17597887404798,0,
2024-12-14 12:32:38.801740,DEV-1555,Sensor,OPC-UA,192.168.27.223,192.168.240.89,"(58.445173, -34.955788)",1417,GET,2.524265445305084,70.60013829743902,86.75270261129249,23.845557551663397,63.31189552850368,0,
2025-03-15 03:13:38.801740,DEV-1556,Gateway,HTTP,192.168.74.110,192.168.32.234,"(36.092726, -1.521861)",60,GET,0.8529889514927831,23.037760017582535,88.39776223966,-10.814253375589677,95.1396956260918,0,
2024-12-12 15:37:38.801740,DEV-1557,Gateway,CoAP,192.168.232.91,192.168.110.101,"(-81.345993, -60.207139)",1135,SUBSCRIBE,2.934386565170147,26.85881695611738,7.924457003724497,41.76433282878276,7.916700047536207,0,
2024-11-01 01:20:38.801740,DEV-1558,Gateway,OPC-UA,192.168.198.191,192.168.226.111,"(-52.882175, 153.064374)",275,GET,0.7959573509837172,51.67831000569277,42.49140354238396,37.99859859255289,58.24561304695721,0,
2024-12-09 20:11:38.801740,DEV-1559,Actuator,Modbus,192.168.69.234,192.168.95.14,"(63.461884, -72.391489)",1226,GET,6.132767557696413,32.64219442529905,58.71764181745058,25.644607377969443,91.54786028697147,0,
2024-12-27 00:58:38.801740,DEV-1560,Gateway,MQTT,192.168.99.183,192.168.166.93,"(13.209405, -141.449209)",613,SUBSCRIBE,7.730194381985487,17.594534820217863,15.559920550483998,12.08896822545384,0.969516833437456,0,
2024-10-14 00:25:38.801740,DEV-1561,Gateway,Modbus,192.168.138.103,192.168.88.79,"(34.35731, 75.815045)",821,POST,7.760595653333655,27.025189496943273,76.7777894577324,45.30692294994549,63.09129264658232,0,
2024-11-26 12:22:38.801740,DEV-1562,Sensor,MQTT,192.168.171.65,192.168.109.210,"(57.782098, -54.351301)",1383,PUBLISH,6.920568795003151,4.539091052120599,74.67929058528664,38.15225883043892,47.49022918309627,0,
2024-10-22 09:15:38.801740,DEV-1563,Gateway,HTTP,192.168.16.30,192.168.87.51,"(-9.999453, 45.553455)",934,GET,4.806337194716953,70.73793852627118,90.43076035697267,14.952060365687139,34.69893186486106,0,
2025-03-04 12:10:38.801740,DEV-1564,Sensor,Modbus,192.168.143.69,192.168.218.167,"(32.904066, 109.087043)",1316,SUBSCRIBE,5.606925577951039,49.7195490515003,1.8401151962608586,29.131134811801786,62.753648994537606,0,
2025-01-04 19:11:38.801740,DEV-1565,Gateway,HTTP,192.168.56.238,192.168.38.155,"(-24.402463, -164.673452)",1439,GET,2.2816464214433125,10.330063574048037,22.451740154911263,19.68509665257792,5.270209458741693,0,
2024-12-19 05:00:38.801740,DEV-1566,Actuator,HTTP,192.168.234.214,192.168.120.73,"(86.600732, 136.612415)",1403,POST,5.046163361380965,17.99770531972063,82.89148471028685,21.155956687178517,75.30630462874002,0,
2025-01-31 13:04:38.801740,DEV-1567,Actuator,HTTP,192.168.87.175,192.168.121.85,"(80.865283, 169.145991)",1180,SUBSCRIBE,3.6451963955190196,11.150919273151757,67.3874250318666,3.168324860622988,0.44794769197076256,0,
2025-02-24 18:18:38.801740,DEV-1568,Gateway,Modbus,192.168.112.151,192.168.166.186,"(40.077875, 125.924938)",275,SUBSCRIBE,3.85613871821546,61.646688019311775,89.5445955161506,12.34592232374277,30.693574379235223,0,
2024-10-12 12:52:38.801740,DEV-1569,Gateway,Modbus,192.168.80.87,192.168.125.104,"(26.821434, 56.289343)",874,SUBSCRIBE,6.062212483001264,10.326825997636886,6.660785798496386,-14.531499844717906,50.39586376846784,0,
2025-02-21 23:27:38.801740,DEV-1570,Gateway,Modbus,192.168.117.44,192.168.163.157,"(10.274905, 129.922332)",267,GET,2.255346844778013,75.67395097048639,60.09943260592784,5.014408416521473,37.702225056655166,0,
2024-09-30 09:28:38.801740,DEV-1571,Actuator,CoAP,192.168.210.250,192.168.136.213,"(31.243971, -16.564053)",986,POST,2.544316893556159,3.0305810127187263,57.33561091447374,28.707996075350636,30.747593520558247,0,
2024-11-06 23:24:38.801740,DEV-1572,Sensor,HTTP,192.168.110.242,192.168.62.250,"(67.455335, 17.648115)",802,PUBLISH,7.397134329029093,25.68820301159332,4.531767219692704,46.72512213543304,83.08351454680961,0,
2025-02-05 08:20:38.801740,DEV-1573,Sensor,CoAP,192.168.236.142,192.168.237.252,"(-73.918654, -122.862646)",555,SUBSCRIBE,0.44979435880777796,89.17600091329881,51.83868561433587,47.41448789341142,93.48325742719089,0,
2025-02-08 12:03:38.801740,DEV-1574,Gateway,MQTT,192.168.7.219,192.168.112.82,"(-57.16926, -86.46422)",308,GET,3.885074387306723,72.13460049410236,61.3425108196825,18.900600838742413,87.37126849058888,0,
2025-02-20 05:27:38.801740,DEV-1575,Actuator,Modbus,192.168.126.126,192.168.201.148,"(79.630747, -46.519017)",103,PUBLISH,7.302406403262894,8.223864959643084,19.938024246008617,22.46355762667074,52.24313130499997,1,Brute Force
2024-12-02 05:22:38.801740,DEV-1576,Sensor,OPC-UA,192.168.167.222,192.168.126.10,"(-4.015348, 4.31946)",1120,SUBSCRIBE,4.882904062545256,82.2914843440328,28.05962872934163,-6.999517014932275,88.4164175193483,1,Malware
2024-11-18 13:24:38.801740,DEV-1577,Gateway,MQTT,192.168.113.76,192.168.170.133,"(-38.057155, -37.64736)",776,GET,4.371256593697057,49.81047703248027,64.39438728347596,28.671567566547154,92.08615651815437,0,
